date,user_id,step,page,event
2019-10-07,86,0,homepage/events/glasgow/,NA
2019-10-07,86,1,homepage/events/glasgow/,NA
2019-10-07,86,2,homepage/events/info-taster-session-events/,NA
2019-10-07,86,3,homepage/,NA
2019-09-06,88,0,homepage/events/partner-events/,NA
2019-09-06,88,1,homepage/glasgow/,NA
2019-09-06,88,2,homepage/courses/,NA
2019-10-21,90,0,homepage/events/glasgow/,NA
2019-10-21,90,1,homepage/da-announcement/,NA
2019-10-21,90,2,homepage/events/info-taster-session-events/,NA
2019-10-21,90,3,homepage/events/edinburgh/,NA
2019-09-06,92,0,homepage/events/info-taster-session-events/,NA
2019-09-06,92,1,homepage/events/,NA
2019-10-21,94,0,homepage/courses/psd/,NA
2019-10-21,94,1,homepage/events/glasgow/,NA
2019-09-30,96,0,homepage/events/glasgow/,NA
2019-09-30,96,1,homepage/courses/psd/apply/,NA
2019-09-30,96,2,homepage/courses/edaid-apply/,NA
2019-09-18,98,0,homepage/events/edinburgh/,NA
2019-09-18,98,1,homepage/events/info-taster-session-events/,NA
2019-09-18,98,2,homepage/events/info-taster-session-events/,NA
2019-09-18,98,3,homepage/events/edinburgh/,NA
2019-11-04,100,0,homepage/events/info-taster-session-events/,NA
2019-11-04,100,1,homepage/about-us/join-us/,NA
2019-11-04,100,2,homepage/courses/edinburgh/,NA
2019-11-04,100,3,homepage/glasgow/,NA
2019-10-01,102,0,homepage/events/info-taster-session-events/,NA
2019-10-01,102,1,homepage/da-announcement/,NA
2019-10-01,102,2,homepage/,NA
2019-10-01,102,3,homepage/events/info-taster-session-events/,NA
2019-09-18,104,0,homepage/glasgow/,NA
2019-09-18,104,1,homepage/about-us/,NA
2019-10-23,106,0,homepage/courses/psd/application-and-dates/,NA
2019-10-23,106,1,homepage/,NA
2019-11-05,108,0,homepage/,NA
2019-11-05,108,1,homepage/,NA
2020-02-21,110,0,homepage/funding/,NA
2020-02-21,110,1,homepage/events/info-taster-session-events/,NA
2020-02-21,110,2,homepage/glasgow/,NA
2020-02-21,110,3,homepage/courses/psd/,NA
2019-09-06,112,0,homepage/events/info-taster-session-events/,NA
2019-09-06,112,1,homepage/events/info-taster-session-events/,NA
2019-09-08,114,0,homepage/courses/full-stack-web-development/,NA
2019-09-08,114,1,homepage/courses/psd/cost-and-funding/,NA
2019-09-09,116,0,homepage/courses/edinburgh/,NA
2019-09-09,116,1,homepage/,NA
2019-09-10,118,0,homepage/events/info-taster-session-events/,10
2019-09-10,118,1,homepage/,10
2019-09-10,120,0,homepage/events/info-taster-session-events/,10
2019-09-10,120,1,homepage/events/info-taster-session-events/,10
2019-09-17,122,0,homepage/events/info-taster-session-events/,NA
2019-09-17,122,1,homepage/events/info-taster-session-events/,NA
2019-10-01,124,0,homepage/events/info-taster-session-events/,NA
2019-10-01,124,1,homepage/,NA
2019-10-06,126,0,homepage/events/info-taster-session-events/,NA
2019-10-06,126,1,homepage/events/info-taster-session-events/,NA
2019-10-08,128,0,homepage/events/glasgow/,NA
2019-10-08,128,1,homepage/events/info-taster-session-events/,NA
2019-10-15,130,0,homepage/courses/psd/student-case-studies/,NA
2019-10-15,130,1,homepage/events/info-taster-session-events/,NA
2019-11-06,132,0,homepage/events/info-taster-session-events/,10
2019-11-06,132,1,homepage/events/glasgow/,10
2020-01-20,134,0,homepage/events/edinburgh/,NA
2020-01-20,134,1,homepage/glasgow/,NA
2020-02-05,136,0,homepage/,10
2020-02-05,136,1,homepage/events/,10
2019-09-02,138,0,homepage/events/info-taster-session-events/,NA
2019-09-02,138,1,homepage/events/edinburgh/,NA
2019-09-02,138,2,homepage/events/info-taster-session-events/,NA
2019-09-10,140,0,homepage/glasgow/,10
2019-09-10,140,1,homepage/courses/da/,10
2019-09-10,140,2,homepage/,10
2019-09-18,142,0,homepage/edinburgh/,NA
2019-09-18,142,1,homepage/events/edinburgh/,NA
2019-09-18,142,2,homepage/courses/psd/cost-and-funding/,NA
2019-09-21,144,0,homepage/courses/psd/,NA
2019-09-21,144,1,homepage/events/info-taster-session-events/,NA
2019-09-21,144,2,homepage/courses/psd/,NA
2019-09-27,146,0,homepage/courses/full-stack-web-development/cost-and-funding/,NA
2019-09-27,146,1,homepage/black-friday-lottery/,NA
2019-09-27,146,2,homepage/events/info-taster-session-events/,NA
2019-09-28,148,0,homepage/,NA
2019-09-28,148,1,homepage/events/info-taster-session-events/,NA
2019-09-28,148,2,homepage/digital-careers/ux-consultant/,NA
2019-09-29,150,0,homepage/events/info-taster-session-events/,NA
2019-09-29,150,1,homepage/events/info-taster-session-events/,NA
2019-09-29,150,2,homepage/events/edinburgh/,NA
2019-10-04,152,0,homepage/da-announcement/,NA
2019-10-04,152,1,homepage/glasgow/,NA
2019-10-04,152,2,homepage/events/,NA
2019-10-04,154,0,homepage/,NA
2019-10-04,154,1,homepage/for-employers/sponsorships/,NA
2019-10-04,154,2,homepage/glasgow/,NA
2019-10-10,156,0,homepage/events/,10
2019-10-10,156,1,homepage/events/info-taster-session-events/,10
2019-10-10,156,2,homepage/events/glasgow/,10
2019-10-11,158,0,homepage/the-codeclan-experience/a-typical-day/,NA
2019-10-11,158,1,homepage/events/info-taster-session-events/,NA
2019-10-11,158,2,homepage/glasgow/,NA
2019-10-12,160,0,homepage/da-announcement/,NA
2019-10-12,160,1,homepage/events/info-taster-session-events/,NA
2019-10-12,160,2,homepage/events/glasgow/,NA
2019-10-19,162,0,homepage/events/info-taster-session-events/,NA
2019-10-19,162,1,homepage/events/glasgow/,NA
2019-10-19,162,2,homepage/events/info-taster-session-events/,NA
2019-10-22,164,0,homepage/events/info-taster-session-events/,NA
2019-10-22,164,1,homepage/courses/browse-all-course-dates/,NA
2019-10-22,164,2,homepage/courses/browse-all-course-dates/,NA
2019-10-30,166,0,homepage/events/info-taster-session-events/,NA
2019-10-30,166,1,homepage/courses/full-stack-web-development/apply-inverness/,NA
2019-10-30,166,2,homepage/events/edinburgh/,NA
2019-11-01,168,0,homepage/courses/full-stack-web-development/,NA
2019-11-01,168,1,homepage/events/info-taster-session-events/,NA
2019-11-01,168,2,homepage/courses/psd/,NA
2019-11-05,170,0,homepage/events/info-taster-session-events/,NA
2019-11-05,170,1,homepage/events/info-taster-session-events/,NA
2019-11-05,170,2,homepage/,NA
2019-11-05,172,0,homepage/courses/,NA
2019-11-05,172,1,homepage/courses/psd/,NA
2019-11-05,172,2,homepage/glasgow/,NA
2019-11-05,174,0,homepage/events/glasgow/,NA
2019-11-05,174,1,homepage/the-codeclan-experience/the-alumni/,NA
2019-11-05,174,2,homepage/events/glasgow/,NA
2019-11-06,176,0,homepage/events/info-taster-session-events/,10
2019-11-06,176,1,homepage/courses/psd/,10
2019-11-06,176,2,homepage/events/info-taster-session-events/,10
2019-11-06,178,0,homepage/,10
2019-11-06,178,1,homepage/,10
2019-11-06,178,2,homepage/courses/full-stack-web-development/,10
2019-11-07,180,0,homepage/glasgow/,10
2019-11-07,180,1,homepage/da-announcement/,10
2019-11-07,180,2,homepage/events/edinburgh/,10
2019-11-11,182,0,homepage/glasgow/,NA
2019-11-11,182,1,homepage/courses/psd/curriculum/,NA
2019-11-11,182,2,homepage/courses/bespoke-courses/,NA
2019-09-29,184,0,homepage/courses/psd/application-and-dates/,NA
2019-09-29,184,1,homepage/events/info-taster-session-events/,NA
2019-09-29,184,2,homepage/events/info-taster-session-events/,NA
2019-09-29,184,3,homepage/courses/glasgow/,NA
2019-10-08,186,0,homepage/glasgow/,NA
2019-10-08,186,1,homepage/events/edinburgh/,NA
2019-10-08,186,2,homepage/blog/category/inspiring-stories/,NA
2019-10-08,186,3,homepage/courses/psd/application-and-dates/,NA
2019-09-12,188,0,homepage/digital-careers/,NA
2019-09-12,188,1,homepage/courses/psd/thank-you-syllabus-download/,NA
2019-09-12,188,2,homepage/events/info-taster-session-events/,NA
2019-09-12,188,3,homepage/events/info-taster-session-events/,NA
2019-09-16,190,0,homepage/events/info-taster-session-events/,NA
2019-09-16,190,1,homepage/courses/psd/cost-and-funding/,NA
2019-09-16,190,2,homepage/events/other-events/,NA
2019-09-16,190,3,homepage/courses/understanding-programming/,NA
2019-10-29,192,0,homepage/,NA
2019-10-29,192,1,homepage/events/info-taster-session-events/,NA
2019-10-29,192,2,homepage/courses/,NA
2019-10-29,192,3,homepage/courses/,NA
2019-09-09,194,0,homepage/courses/psd/,NA
2019-09-09,194,1,homepage/,NA
2019-09-09,194,2,homepage/courses/glasgow/,NA
2019-09-09,194,3,homepage/courses/psd/,NA
2019-09-17,196,0,homepage/,NA
2019-09-17,196,1,homepage/enquire/,NA
2019-09-17,196,2,homepage/da-announcement/,NA
2019-09-17,196,3,homepage/events/info-taster-session-events/,NA
2019-09-21,198,0,homepage/the-codeclan-experience/,NA
2019-09-21,198,1,homepage/da-announcement/apply-for-da/,NA
2019-09-21,198,2,homepage/courses/psd/,NA
2019-09-21,198,3,homepage/glasgow/,NA
2019-10-24,200,0,homepage/courses/psd/,NA
2019-10-24,200,1,homepage/events/info-taster-session-events/,NA
2019-10-24,200,2,homepage/events/,NA
2019-10-24,200,3,homepage/events/,NA
2019-10-16,202,0,homepage/,NA
2019-10-16,202,1,homepage/events/info-taster-session-events/,NA
2019-10-16,202,2,homepage/events/info-taster-session-events/,NA
2019-10-16,202,3,homepage/courses/psd/,NA
2019-10-09,204,0,homepage/events/edinburgh/,NA
2019-10-09,204,1,homepage/Glasgow/,NA
2019-10-09,204,2,homepage/events/info-taster-session-events/,NA
2019-10-09,204,3,homepage/events/info-taster-session-events/,NA
2020-02-24,206,0,homepage/courses/,NA
2020-02-24,206,1,homepage/events/info-taster-session-events/,NA
2020-02-24,206,2,homepage/,NA
2020-02-24,206,3,homepage/courses/psd/apply/,NA
2019-10-30,208,0,homepage/events/glasgow/,NA
2019-10-30,208,1,homepage/events/edinburgh/,NA
2019-10-30,208,2,homepage/,NA
2019-10-30,208,3,homepage/events/info-taster-session-events/,NA
2019-11-07,210,0,homepage/the-codeclan-experience/a-typical-day/,10
2019-11-07,210,1,homepage/events/glasgow/,10
2019-11-07,210,2,homepage/events/info-taster-session-events/,10
2019-11-07,210,3,homepage/glasgow/,10
2020-02-29,212,0,homepage/events/glasgow/,NA
2020-02-29,212,1,homepage/the-codeclan-experience/,NA
2020-02-29,212,2,homepage/events/,NA
2020-02-29,212,3,homepage/events/info-taster-session-events/,NA
2020-02-25,214,0,homepage/,NA
2020-02-25,214,1,homepage/courses/,NA
2020-02-25,214,2,homepage/da-announcement/,NA
2020-02-25,214,3,homepage/,NA
2019-09-03,215,0,homepage/,NA
2019-11-02,217,0,homepage/da-announcement/,NA
2019-11-20,219,0,homepage/,NA
2019-09-17,221,0,homepage/courses/,NA
2019-09-17,221,1,homepage/courses/browse-all-course-dates/,NA
2019-11-21,223,0,homepage/events/info-sessions/,10
2019-11-21,223,1,homepage/,10
2019-10-31,225,0,homepage/events/info-taster-session-events/,NA
2019-10-31,225,1,homepage/events/glasgow/,NA
2019-10-31,225,2,homepage/events/info-taster-session-events/,NA
2019-10-31,225,3,homepage/events/glasgow/,NA
2019-11-11,227,0,homepage/courses/understanding-programming/,NA
2019-11-11,227,1,homepage/events/info-taster-session-events/,NA
2019-11-11,227,2,homepage/events/info-taster-session-events/,NA
2019-11-11,227,3,homepage/events/info-taster-session-events/,NA
2019-12-02,229,0,homepage/courses/psd/,NA
2019-12-02,229,1,homepage/events/info-taster-session-events/,NA
2019-12-02,229,2,homepage/courses/psd/student-case-studies/,NA
2019-12-02,229,3,homepage/events/info-taster-session-events/,NA
2019-09-23,231,0,homepage/events/info-taster-session-events/,NA
2019-09-23,231,1,homepage/courses/psd/,NA
2019-09-23,231,2,homepage/,NA
2019-11-08,233,0,homepage/events/info-taster-session-events/,NA
2019-11-08,233,1,homepage/courses/psd/,NA
2019-11-08,233,2,homepage/da-announcement/da-thank-you-for-registering-interest/,NA
2019-11-08,233,3,homepage/,NA
2019-09-02,235,0,homepage/courses/psd/,NA
2019-09-02,235,1,homepage/events/info-taster-session-events/,NA
2019-09-02,235,2,homepage/events/info-taster-session-events/,NA
2019-09-02,235,3,homepage/events/info-taster-session-events/,NA
2019-09-20,237,0,homepage/da-announcement/,NA
2019-09-20,237,1,homepage/courses/glasgow/,NA
2019-11-28,239,0,homepage/,NA
2019-11-28,239,1,homepage/da-announcement/apply-for-da/,NA
2019-11-28,239,2,homepage/events/info-taster-session-events/,NA
2019-11-28,239,3,homepage/events/info-taster-session-events/,NA
2019-09-17,241,0,homepage/,NA
2019-09-17,241,1,homepage/events/,NA
2019-10-02,243,0,homepage/events/,10
2019-10-02,243,1,homepage/glasgow/,10
2019-09-02,245,0,homepage/events/,NA
2019-09-02,245,1,homepage/events/info-taster-session-events/,NA
2019-09-02,245,2,homepage/,NA
2019-09-03,247,0,homepage/events/edinburgh/,NA
2019-09-03,247,1,homepage/,NA
2019-09-03,247,2,homepage/events/glasgow/,NA
2019-09-26,249,0,homepage/events/info-taster-session-events/,NA
2019-09-26,249,1,homepage/,NA
2019-09-26,249,2,homepage/da-announcement/,NA
2019-11-13,251,0,homepage/,10
2019-11-13,251,1,homepage/da-announcement/cost-and-funding/,10
2019-11-13,251,2,homepage/courses/psd/,10
2019-11-19,253,0,homepage/,NA
2019-11-19,253,1,homepage/,NA
2019-11-19,253,2,homepage/,NA
2019-11-28,255,0,homepage/Edinburgh/,NA
2019-11-28,255,1,homepage/glasgow/,NA
2019-11-28,255,2,homepage/courses/psd/,NA
2019-12-02,257,0,homepage/da-announcement/,NA
2019-12-02,257,1,homepage/courses/full-stack-web-development/,NA
2019-12-02,257,2,homepage/events/,NA
2019-12-05,259,0,homepage/glasgow/,NA
2019-12-05,259,1,homepage/events/,NA
2019-12-05,259,2,homepage/courses/psd/,NA
2019-12-02,261,0,homepage/glasgow/,NA
2019-12-02,261,1,homepage/courses/psd/,NA
2019-12-02,261,2,homepage/courses/psd/,NA
2019-12-02,261,3,homepage/courses/psd/,NA
2019-11-12,263,0,homepage/,10
2019-11-12,263,1,homepage/,10
2019-11-12,263,2,homepage/events/info-taster-session-events/,10
2019-11-12,263,3,homepage/courses/psd/,10
2019-09-02,265,0,homepage/courses/psd/apply/,NA
2019-09-02,265,1,homepage/courses/psd/,NA
2019-09-02,265,2,homepage/,NA
2019-10-06,267,0,homepage/events/info-taster-session-events/,NA
2019-10-06,267,1,homepage/for-employers/upskill-your-staff/,NA
2019-10-06,267,2,homepage/da-announcement/apply-for-da/,NA
2019-11-06,269,0,homepage/events/info-taster-session-events/,10
2019-11-06,269,1,homepage/events/info-taster-session-events/,10
2019-11-06,269,2,homepage/events/partner-events/,10
2019-11-06,269,3,homepage/events/edinburgh/,10
2019-09-01,271,0,homepage/events/,NA
2019-09-01,271,1,homepage/events/info-taster-session-events/,NA
2019-09-01,271,2,homepage/courses/psd/,NA
2019-09-01,271,3,homepage/events/,NA
2019-10-02,273,0,homepage/courses/psd/,10
2019-10-02,273,1,homepage/,10
2019-10-02,273,2,homepage/events/info-taster-session-events/,10
2019-10-02,273,3,homepage/events/,10
2019-09-12,275,0,homepage/events/info-taster-session-events/,NA
2019-09-12,275,1,homepage/events/info-taster-session-events/,NA
2019-09-12,275,2,homepage/for-employers/upskill-your-staff/,NA
2019-09-12,275,3,homepage/for-employers/sponsorships/,NA
2019-09-18,277,0,homepage/events/info-taster-session-events/,NA
2019-09-18,277,1,homepage/da-announcement/cost-and-funding/,NA
2019-09-18,277,2,homepage/events/info-taster-session-events/,NA
2019-09-18,277,3,homepage/courses/psd/,NA
2019-09-30,279,0,homepage/events/info-taster-session-events/,NA
2019-09-30,279,1,homepage/courses/psd/,NA
2019-09-30,279,2,homepage/events/glasgow/,NA
2019-09-30,279,3,homepage/courses/psd/apply/,NA
2019-10-31,281,0,homepage/da-announcement/,NA
2019-10-31,281,1,homepage/events/other-events/,NA
2019-10-31,281,2,homepage/courses/psd/,NA
2019-10-31,281,3,homepage/courses/,NA
2019-09-01,283,0,homepage/events/info-taster-session-events/,NA
2019-09-01,283,1,homepage/,NA
2019-09-14,285,0,homepage/events/,NA
2019-09-14,285,1,homepage/courses/edinburgh/,NA
2019-09-20,287,0,homepage/events/info-taster-session-events/,NA
2019-09-20,287,1,homepage/,NA
2019-09-21,289,0,homepage/events/info-taster-session-events/,NA
2019-09-21,289,1,homepage/events/info-taster-session-events/,NA
2019-09-22,291,0,homepage/da-announcement/apply-for-da/da_application_1,NA
2019-09-22,291,1,homepage/courses/,NA
2019-09-24,293,0,homepage/da-announcement/,NA
2019-09-24,293,1,homepage/events/info-taster-session-events/,NA
2019-09-29,295,0,homepage/,NA
2019-09-29,295,1,homepage/events/,NA
2019-09-29,297,0,homepage/courses/psd/,NA
2019-09-29,297,1,homepage/events/info-taster-session-events/,NA
2019-09-29,299,0,homepage/events/,NA
2019-09-29,299,1,homepage/events/info-taster-session-events/,NA
2019-09-30,301,0,homepage/glasgow/,NA
2019-09-30,301,1,homepage/courses/,NA
2019-10-24,303,0,homepage/courses/understanding-programming/,NA
2019-10-24,303,1,homepage/events/info-taster-session-events/,NA
2019-10-28,305,0,homepage/,NA
2019-10-28,305,1,homepage/courses/,NA
2019-11-05,307,0,homepage/glasgow/,NA
2019-11-05,307,1,homepage/,NA
2019-11-05,309,0,homepage/events/info-taster-session-events/,NA
2019-11-05,309,1,homepage/,NA
2019-11-06,311,0,homepage/events/info-taster-session-events/,10
2019-11-06,311,1,homepage/events/info-taster-session-events/,10
2019-11-25,313,0,homepage/,NA
2019-11-25,313,1,homepage/,NA
2019-11-28,315,0,homepage/events/info-taster-session-events/,NA
2019-11-28,315,1,homepage/courses/psd/,NA
2019-11-29,317,0,homepage/digital-careers/,NA
2019-11-29,317,1,homepage/da-announcement/,NA
2019-12-08,319,0,homepage/events/other-events/,NA
2019-12-08,319,1,homepage/da-announcement/,NA
2019-09-02,321,0,homepage/events/,NA
2019-09-02,321,1,homepage/courses/psd/,NA
2019-09-02,321,2,homepage/events/info-taster-session-events/,NA
2019-09-02,323,0,homepage/digital-careers/,NA
2019-09-02,323,1,homepage/events/info-taster-session-events/,NA
2019-09-02,323,2,homepage/da-announcement/,NA
2019-09-04,325,0,homepage/courses/psd/,10
2019-09-04,325,1,homepage/events/edinburgh/,10
2019-09-04,325,2,homepage/glasgow/,10
2019-09-06,327,0,homepage/glasgow/,NA
2019-09-06,327,1,homepage/events/info-taster-session-events/,NA
2019-09-06,327,2,homepage/events/info-taster-session-events/,NA
2019-09-13,329,0,homepage/events/,NA
2019-09-13,329,1,homepage/courses/,NA
2019-09-13,329,2,homepage/digital-careers/,NA
2019-09-13,331,0,homepage/events/info-taster-session-events/,NA
2019-09-13,331,1,homepage/events/glasgow/,NA
2019-09-13,331,2,homepage/courses/psd/,NA
2019-09-19,333,0,homepage/events/info-taster-session-events/,10
2019-09-19,333,1,homepage/events/info-taster-session-events/,10
2019-09-19,333,2,homepage/,10
2019-09-21,335,0,homepage/events/info-taster-session-events/,NA
2019-09-21,335,1,homepage/courses/psd/,NA
2019-09-21,335,2,homepage/events/info-taster-session-events/,NA
2019-09-24,337,0,homepage/courses/full-stack-web-development/,NA
2019-09-24,337,1,homepage/da-announcement/,NA
2019-09-24,337,2,homepage/for-employers/upskill-your-staff/,NA
2019-09-24,339,0,homepage/,NA
2019-09-24,339,1,homepage/,NA
2019-09-24,339,2,homepage/events/info-taster-session-events/,NA
2019-09-25,341,0,homepage/events/info-taster-session-events/,NA
2019-09-25,341,1,homepage/events/info-taster-session-events/,NA
2019-09-25,341,2,homepage/Glasgow/,NA
2019-09-25,343,0,homepage/events/info-taster-session-events/,NA
2019-09-25,343,1,homepage/events/info-taster-session-events/,NA
2019-09-25,343,2,homepage/events/info-taster-session-events/,NA
2019-09-30,345,0,homepage/courses/psd/,NA
2019-09-30,345,1,homepage/courses/psd/,NA
2019-09-30,345,2,homepage/events/info-taster-session-events/,NA
2019-09-30,347,0,homepage/events/info-taster-session-events/,NA
2019-09-30,347,1,homepage/courses/psd/application-and-dates/,NA
2019-09-30,347,2,homepage/courses/psd/,NA
2019-10-01,349,0,homepage/courses/psd/,NA
2019-10-01,349,1,homepage/courses/full-stack-web-development/cost-and-funding/,NA
2019-10-01,349,2,homepage/courses/python-for-developers/,NA
2019-10-02,351,0,homepage/events/info-taster-session-events/,10
2019-10-02,351,1,homepage/,10
2019-10-02,351,2,homepage/events/info-taster-session-events/,10
2019-09-04,353,0,homepage/courses/psd/,10
2019-09-04,353,1,homepage/events/info-taster-session-events/,10
2019-09-04,353,2,homepage/events/info-taster-session-events/,10
2019-09-04,353,3,homepage/,10
2019-11-09,355,0,homepage/events/,NA
2019-11-09,355,1,homepage/enquire/,NA
2019-11-09,355,2,homepage/events/info-taster-session-events/,NA
2019-11-09,355,3,homepage/events/info-taster-session-events/,NA
2019-09-13,357,0,homepage/blog/da-r-programming/,NA
2019-09-13,357,1,homepage/events/,NA
2019-09-13,357,2,homepage/black-friday-lottery/,NA
2019-09-13,357,3,homepage/courses/understanding-programming/,NA
2019-11-08,359,0,homepage/events/info-taster-session-events/,NA
2019-11-08,359,1,homepage/courses/full-stack-web-development/cost-and-funding/,NA
2019-11-08,359,2,homepage/courses/psd/,NA
2019-11-08,359,3,homepage/courses/,NA
2019-09-24,361,0,homepage/,NA
2019-09-24,361,1,homepage/events/info-taster-session-events/,NA
2019-09-24,361,2,homepage/events/info-taster-session-events/,NA
2019-09-24,361,3,homepage/glasgow/,NA
2019-11-13,363,0,homepage/courses/psd/,10
2019-11-13,363,1,homepage/,10
2019-11-13,363,2,homepage/events/info-taster-session-events/,10
2019-10-24,365,0,homepage/da-announcement/,NA
2019-10-24,365,1,homepage/the-codeclan-experience/the-alumni/,NA
2019-10-24,365,2,homepage/,NA
2019-10-10,367,0,homepage/events/info-taster-session-events/,10
2019-10-10,367,1,homepage/da-announcement/,10
2019-10-10,367,2,homepage/events/info-taster-session-events/,10
2019-10-10,367,3,homepage/courses/understanding-programming/,10
2019-09-16,369,0,homepage/events/edinburgh/,NA
2019-09-16,369,1,homepage/events/info-taster-session-events/,NA
2019-09-16,369,2,homepage/glasgow/,NA
2019-09-16,369,3,homepage/,NA
2019-11-01,371,0,homepage/events/,NA
2019-11-01,371,1,homepage/events/info-sessions/,NA
2019-11-01,371,2,homepage/events/edinburgh/,NA
2019-11-01,371,3,homepage/,NA
2019-11-12,373,0,homepage/events/info-taster-session-events/,10
2019-11-12,373,1,homepage/,10
2019-11-12,373,2,homepage/glasgow/,10
2019-11-12,373,3,homepage/courses/psd/cost-and-funding/,10
2019-11-07,375,0,homepage/events/info-taster-session-events/,10
2019-11-07,375,1,homepage/courses/edinburgh/,10
2019-11-07,375,2,homepage/,10
2019-11-07,375,3,homepage/events/info-taster-session-events/,10
2019-11-14,377,0,homepage/blog/meet-the-graduates-who-quit-their-jobs-to-learn-how-to-code/,NA
2019-11-14,377,1,homepage/courses/psd/,NA
2019-11-14,377,2,homepage/blog/author/codeclan/,NA
2019-11-14,377,3,homepage/courses/psd/,NA
2019-10-29,379,0,homepage/courses/psd/apply/,NA
2019-10-29,379,1,homepage/edinburgh/,NA
2019-10-29,379,2,homepage/events/glasgow/,NA
2019-10-29,379,3,homepage/events/,NA
2019-11-26,381,0,homepage/courses/psd/,NA
2019-11-26,381,1,homepage/events/info-taster-session-events/,NA
2019-11-26,381,2,homepage/,NA
2019-11-26,381,3,homepage/,NA
2019-09-02,383,0,homepage/courses/psd/,NA
2019-09-02,383,1,homepage/events/glasgow/,NA
2019-09-03,385,0,homepage/events/info-taster-session-events/,NA
2019-09-03,385,1,homepage/about-us/our-team/our-board/,NA
2019-09-13,387,0,homepage/courses/psd/curriculum/,NA
2019-09-13,387,1,homepage/events/info-taster-session-events/,NA
2019-09-14,389,0,homepage/events/glasgow/,NA
2019-09-14,389,1,homepage/courses/da/apply/,NA
2019-09-17,391,0,homepage/courses/psd/,NA
2019-09-17,391,1,homepage/da-announcement/,NA
2019-09-18,393,0,homepage/events/info-taster-session-events/,NA
2019-09-18,393,1,homepage/events/glasgow/,NA
2019-09-20,395,0,homepage/Edinburgh/,NA
2019-09-20,395,1,homepage/,NA
2019-11-24,397,0,homepage/events/info-taster-session-events/,NA
2019-11-24,397,1,homepage/events/info-taster-session-events/,NA
2019-11-26,399,0,homepage/courses/da/,NA
2019-11-26,399,1,homepage/events/glasgow/,NA
2019-09-24,401,0,homepage/courses/psd/,NA
