date,exit_page_path,page_depth,exits,exit_rate,avg_session_duration
2019-09-02,/blog,9,1,16.666666666666664,127
2019-09-02,/blog,4,7,100,0
2019-09-02,/blog,5,1,50,162
2019-09-02,/black-friday-lottery,1,5,100,0
2019-09-02,/courses,1,1,50,1157
2019-09-02,/blog,1,1,100,0
2019-09-02,/courses,10,2,10,767.5
2019-09-02,/about,13,1,33.33333333333333,34
2019-09-02,/courses,6,1,33.33333333333333,133
2019-09-02,/courses,1,2,25,105
2019-09-02,/digital-careers,2,1,8.333333333333332,339
2019-09-02,/courses,4,1,20,1496
2019-09-02,/for-employers,8,1,16.666666666666664,175
2019-09-02,//da-announcement,1,2,100,0
2019-09-02,/courses,4,1,100,0
2019-09-02,/blog,1,1,100,0
2019-09-02,/courses,13,1,8.333333333333332,364
2019-09-02,/courses,2,2,20,179
2019-09-02,/pre-course-work,3,1,33.33333333333333,103
2019-09-02,/pre-course-work,4,1,25,220
2019-09-02,/courses,7,2,20,141
2019-09-02,/events,5,2,33.33333333333333,193.5
2019-09-02,/pre-course-work,7,1,50,497
2019-09-02,/about,6,1,14.285714285714285,345.5
2019-09-02,/courses,2,1,12.5,1813
2019-09-02,//da-announcement,24,4,33.33333333333333,204.25
2019-09-02,/about,3,1,100,0
2019-09-02,/courses,6,1,50,7
2019-09-02,/courses,7,1,20,217
2019-09-02,/glasgow,1,1,7.6923076923076925,387
2019-09-02,//da-announcement,5,11,50,91.72727272727273
2019-09-02,/courses,1,2,50,29.5
2019-09-02,/store,8,1,50,20
2019-09-02,/blog,1,1,16.666666666666664,78
2019-09-02,/admissions-track,1,1,100,0
2019-09-02,/courses,5,2,100,0
2019-09-02,/for-employers,19,1,100,0
2019-09-02,/courses,3,1,33.33333333333333,34
2019-09-02,//da-announcement,4,1,16.666666666666664,54
2019-09-02,/courses,6,3,33.33333333333333,86.66666666666667
2019-09-02,/events,1,1,12.5,392
2019-09-02,/courses,2,1,5,1066
2019-09-02,//da-announcement,3,1,100,0
2019-09-02,/courses,1,1,25,98
2019-09-02,/courses,2,1,16.666666666666664,122
2019-09-02,/courses,3,5,100,0
2019-09-02,/pre-course-work,4,6,100,0
2019-09-02,/courses,6,2,33.33333333333333,38.5
2019-09-02,/about,14,1,25,53
2019-09-02,/courses,2,1,20,542
2019-09-02,/glasgow,3,11,100,0
2019-09-02,/courses,6,5,100,0
2019-09-02,/courses,7,1,20,360
2019-09-02,/courses,1,2,50,23.5
2019-09-02,/courses,12,1,33.33333333333333,112
2019-09-02,/about,1,1,33.33333333333333,75
2019-09-02,/courses,2,1,100,0
2019-09-02,/digital-careers,3,1,10,772
2019-09-02,/for-employers,9,1,100,0
2019-09-02,/courses,3,1,20,62
2019-09-02,/blog,11,1,7.142857142857142,600
2019-09-02,/courses,1,1,16.666666666666664,135
2019-09-02,/blog,2,1,50,166
2019-09-02,/courses,4,1,33.33333333333333,52
2019-09-02,/courses,5,2,33.33333333333333,58.5
2019-09-02,/blog,1,1,100,0
2019-09-02,/blog,1,1,100,0
2019-09-02,/edinburgh,1,1,50,95
2019-09-02,/courses,2,4,100,0
2019-09-02,//da-announcement,33,2,16.666666666666664,381.5
2019-09-02,/black-friday-lottery,1,1,100,0
2019-09-02,/courses,3,1,25,89
2019-09-02,/courses,1,1,33.33333333333333,12
2019-09-02,/glasgow,2,6,50,257.8333333333333
2019-09-02,/about,1,1,100,0
2019-09-02,/events,2,1,25,147
2019-09-02,/events,1,1,100,0
2019-09-02,/blog,3,1,100,0
2019-09-02,/pre-course-work,4,1,6.666666666666667,1744
2019-09-03,/blog,1,1,33.33333333333333,416
2019-09-03,/edinburgh,11,1,100,0
2019-09-03,/courses,13,1,11.11111111111111,1139
2019-09-03,/courses,15,2,50,23.5
2019-09-03,/blog,16,1,50,15
2019-09-03,/courses,2,1,20,44
2019-09-03,/pre-course-work,22,29,100,0
2019-09-03,/courses,3,3,50,13
2019-09-03,/events,4,1,14.285714285714285,365
2019-09-03,/courses,5,6,50,139
2019-09-03,//da-announcement,6,1,14.285714285714285,421
2019-09-03,/courses,7,1,20,350
2019-09-03,/blog,1,1,25,156
2019-09-03,/courses,1,7,100,0
2019-09-03,/courses,2,1,100,0
2019-09-03,/blog,4,1,100,0
2019-09-03,/courses,9,1,33.33333333333333,497
2019-09-03,/courses,10,1,25,1373
2019-09-03,/about,2,2,20,77
2019-09-03,/for-employers,1,3,50,21.333333333333332
2019-09-03,/blog,2,1,100,0
2019-09-03,/courses,3,4,50,351.75
2019-09-03,/courses,5,4,50,50.75
2019-09-03,/courses,1,1,5.88235294117647,2344
2019-09-03,/events,2,6,50,113.16666666666667
2019-09-03,/courses,3,1,50,30
2019-09-03,/about,4,2,25,487.5
2019-09-03,/about,7,1,5.88235294117647,904
2019-09-03,/blog,1,2,100,0
2019-09-03,/courses,2,1,100,0
2019-09-03,/blog,3,3,100,0
2019-09-03,/courses,4,1,25,59
2019-09-03,/courses,6,1,100,0
2019-09-03,/glasgow,7,1,9.090909090909092,437
2019-09-03,/courses,9,1,33.33333333333333,51
2019-09-03,/courses,1,2,50,14.5
2019-09-03,/blog,2,13,100,0
2019-09-03,/courses,2,5,100,0
2019-09-03,/courses,3,1,33.33333333333333,381
2019-09-03,//da-announcement,4,2,16.666666666666664,121.5
2019-09-03,/blog,8,19,100,0
2019-09-03,/edinburgh,1,1,100,0
2019-09-03,/courses,2,1,7.142857142857142,660
2019-09-03,/blog,1,1,50,139
2019-09-03,/courses,1,1,100,0
2019-09-03,//da-announcement,3,48,100,0
2019-09-03,/courses,1,1,14.285714285714285,1044
2019-09-03,/courses,1,1,20,204
2019-09-03,//da-announcement,1,1,50,62
2019-09-03,/courses,2,1,50,22
2019-09-03,/courses,3,1,8.333333333333332,323
2019-09-03,/courses,2,1,33.33333333333333,83
2019-09-03,/courses,7,1,33.33333333333333,68
2019-09-03,/courses,1,1,100,0
2019-09-03,/events,3,1,12.5,230
2019-09-03,/courses,1,1,20,70
2019-09-03,/edinburgh,1,1,100,0
2019-09-03,/courses,6,1,100,0
2019-09-03,/edinburgh,1,1,33.33333333333333,75
2019-09-03,/admissions-track,9,3,50,144.66666666666666
2019-09-03,/courses,2,1,100,0
2019-09-03,/about,1,4,100,0
2019-09-03,/blog,2,1,100,0
2019-09-03,/courses,4,2,50,36
2019-09-03,/about,5,1,12.5,282
2019-09-03,/courses,8,1,100,0
2019-09-03,/courses,1,9,50,17.833333333333332
2019-09-03,/blog,1,1,33.33333333333333,1068
2019-09-03,/courses,1,1,33.33333333333333,66
2019-09-03,/courses,2,2,20,477
2019-09-03,//da-announcement,20,2,33.33333333333333,44.5
2019-09-03,/courses,3,7,33.33333333333333,91.14285714285714
2019-09-03,/courses,6,1,11.11111111111111,569
2019-09-03,/courses,1,1,33.33333333333333,17
2019-09-03,//da-announcement,1,1,14.285714285714285,201
2019-09-03,/about,5,6,50,153.66666666666666
2019-09-03,/courses,10,1,100,0
2019-09-03,/courses,2,7,100,0
2019-09-03,/courses,3,1,100,0
2019-09-03,/events,4,1,25,86
2019-09-03,/courses,5,2,100,0
2019-09-03,/courses,1,10,100,0
2019-09-03,/blog,1,1,100,0
2019-09-03,/courses,4,1,33.33333333333333,19
2019-09-03,/courses,8,1,33.33333333333333,67
2019-09-03,/events,9,1,14.285714285714285,126
2019-09-03,/for-employers,1,1,50,5
2019-09-03,/blog,5,1,100,0
2019-09-03,/courses,1,1,50,11
2019-09-03,/courses,2,1,12.5,83
2019-09-03,/about,1,1,16.666666666666664,440
2019-09-03,/events,6,1,11.11111111111111,354
2019-09-03,/blog,1,1,11.11111111111111,521
2019-09-03,/blog,12,1,100,0
2019-09-03,/glasgow,13,1,25,26
2019-09-03,/events,2,1,11.11111111111111,155
2019-09-03,/courses,5,1,33.33333333333333,121
2019-09-03,/courses,8,2,25,808
2019-09-03,/blog,1,1,100,0
2019-09-03,/blog,2,1,25,44
2019-09-03,/blog,3,2,100,0
2019-09-03,/courses,6,5,33.33333333333333,85.14285714285714
2019-09-03,//da-announcement,2,1,100,0
2019-09-03,/for-employers,5,1,50,38
2019-09-03,/courses,6,3,100,0
2019-09-03,/courses,4,2,10,819.5
2019-09-03,/digital-careers,5,1,14.285714285714285,100
2019-09-03,/courses,7,2,33.33333333333333,63
2019-09-03,/courses,1,1,25,61
2019-09-03,//da-announcement,10,1,33.33333333333333,77
2019-09-03,/courses,12,2,50,74
2019-09-03,/laptop-competition,2,15,100,0
2019-09-03,/about,3,2,100,0
2019-09-03,/courses,4,1,100,0
2019-09-03,/courses,5,1,33.33333333333333,142
2019-09-03,/courses,6,1,100,0
2019-09-03,/courses,7,4,100,0
2019-09-03,/about,8,1,12.5,127
2019-09-03,/edinburgh,1,1,20,166
2019-09-03,//da-announcement,3,4,20,285.5
2019-09-03,/courses,5,1,33.33333333333333,76
2019-09-03,/blog,11,1,33.33333333333333,57
2019-09-03,/admissions-track,3,4,50,8.25
2019-09-03,/courses,6,1,100,0
2019-09-03,/glasgow,9,1,33.33333333333333,112
2019-09-03,/for-employers,1,1,16.666666666666664,155
2019-09-03,/about,15,1,100,0
2019-09-03,/courses,1,1,16.666666666666664,143
2019-09-03,/courses,12,7,100,0
2019-09-03,/edinburgh,2,1,100,0
2019-09-03,/digital-careers,3,1,100,0
2019-09-03,/events,9,1,50,14
2019-09-03,/blog,1,1,100,0
2019-09-03,/courses,4,7,50,13.25
2019-09-03,/events,1,1,50,11
2019-09-03,/about,25,1,20,31
2019-09-03,/events,1,1,100,0
2019-09-03,/admissions-track,2,1,50,10
2019-09-03,/events,3,5,100,0
2019-09-03,/courses,6,1,16.666666666666664,58
2019-09-03,/courses,1,8,50,155.875
2019-09-03,/courses,12,1,25,90
2019-09-03,/blog,2,13,100,0
2019-09-03,/courses,4,3,50,23
2019-09-03,/blog,11,1,100,0
2019-09-03,//da-announcement,2,1,14.285714285714285,217
2019-09-03,/courses,4,1,20,1033
2019-09-03,/courses,6,1,16.666666666666664,190
2019-09-03,/courses,2,2,50,17.5
2019-09-03,/courses,1,2,100,0
2019-09-03,/courses,2,1,4,1286
2019-09-03,/events,21,1,100,0
2019-09-03,/courses,3,2,33.33333333333333,212
2019-09-03,/admissions-track,4,1,50,18
2019-09-03,/courses,5,10,100,0
2019-09-03,/blog,7,4,100,0
2019-09-03,/courses,4,1,10,156
2019-09-03,/edinburgh,3,2,100,0
2019-09-03,/courses,3,1,50,103
2019-09-03,/courses,4,1,16.666666666666664,348
2019-09-03,/courses,4,1,20,53
2019-09-03,/courses,1,1,12.5,372
2019-09-03,/courses,2,1,14.285714285714285,152
2019-09-03,/glasgow,1,1,25,29
2019-09-03,/courses,4,1,33.33333333333333,23
2019-09-03,//da-announcement,5,1,25,33
2019-09-03,/glasgow,1,1,33.33333333333333,36
2019-09-03,/events,13,1,100,0
2019-09-03,/courses,2,1,16.666666666666664,702
2019-09-03,//da-announcement,4,1,16.666666666666664,2187
2019-09-03,/courses,5,1,16.666666666666664,166
2019-09-03,/courses,1,7,50,33
2019-09-03,/pre-course-work,2,10,100,0
2019-09-03,//da-announcement,3,12,100,0
2019-09-03,/courses,1,1,14.285714285714285,167
2019-09-03,/about,2,1,9.090909090909092,1217
2019-09-03,/courses,3,1,25,347
2019-09-03,/courses,10,3,16.666666666666664,134
2019-09-03,/courses,1,4,33.33333333333333,73
2019-09-03,/courses,3,1,100,0
2019-09-03,/courses,5,1,20,421
2019-09-03,//da-announcement,9,1,33.33333333333333,37
2019-09-03,/courses,1,4,50,27
2019-09-03,//da-announcement,14,1,100,0
2019-09-03,/courses,2,1,11.11111111111111,388
2019-09-03,//da-announcement,3,17,100,0
2019-09-03,/courses,5,4,50,20.25
2019-09-03,/courses,1,2,100,0
2019-09-03,/courses,18,2,11.11111111111111,281
2019-09-03,/courses,2,1,9.090909090909092,1478
2019-09-03,/courses,4,3,100,0
2019-09-03,/blog,5,1,100,0
2019-09-03,/courses,8,1,100,0
2019-09-03,/admissions-track,1,2,33.33333333333333,2306
2019-09-03,/pre-course-work,6,1,16.666666666666664,259
2019-09-03,//da-announcement,1,1,14.285714285714285,883
2019-09-03,/courses,3,4,33.33333333333333,33
2019-09-03,/edinburgh,6,1,50,8
2019-09-03,/courses,4,1,6.666666666666667,334
2019-09-03,/blog,12,1,100,0
2019-09-03,/for-employers,1,1,50,10
2019-09-03,/blog,3,1,100,0
2019-09-03,/courses,6,1,100,0
2019-09-03,/courses,7,1,20,113
2019-09-03,/courses,1,2,12.5,311.5
2019-09-03,/events,2,5,100,0
2019-09-03,/pre-course-work,3,14,100,0
2019-09-03,/courses,7,1,25,43
2019-09-03,/blog,8,1,100,0
2019-09-03,/admissions-track,1,1,25,1772
2019-09-03,/about,1,1,25,153
2019-09-03,/courses,2,1,50,13
2019-09-03,/courses,1,2,33.33333333333333,148.5
2019-09-03,/courses,7,1,50,1360
2019-09-03,/about,9,1,50,27
2019-09-03,/courses,3,2,25,151.5
2019-09-04,/blog,1,1,50,42
2019-09-04,/glasgow,13,3,100,0
2019-09-04,/about,17,1,25,98
2019-09-04,//da-announcement,2,1,20,245
2019-09-04,/pre-course-work,3,13,100,0
2019-09-04,/courses,4,4,50,10.5
2019-09-04,//da-announcement,5,1,100,0
2019-09-04,//da-announcement,6,1,25,61
2019-09-04,/for-employers,9,2,100,0
2019-09-04,/blog,1,1,50,44
2019-09-04,/digital-careers,2,4,100,0
2019-09-04,/courses,26,1,14.285714285714285,840
2019-09-04,/digital-careers,4,1,100,0
2019-09-04,/courses,7,2,100,0
2019-09-04,/courses,5,1,100,0
2019-09-04,/courses,4,1,14.285714285714285,226
2019-09-04,/blog,16,1,50,81
2019-09-04,/courses,2,1,100,0
2019-09-04,/courses,5,1,25,302
2019-09-04,/courses,1,2,11.11111111111111,503.5
2019-09-04,/events,7,6,100,0
2019-09-04,/courses,1,1,33.33333333333333,106
2019-09-04,/edinburgh,2,1,20,182
2019-09-04,/courses,3,11,100,0
2019-09-04,/edinburgh,8,1,100,0
2019-09-04,/blog,1,1,100,0
2019-09-04,/admissions-track,4,1,100,0
2019-09-04,/courses,5,1,11.11111111111111,102
2019-09-04,/courses,8,6,100,0
2019-09-04,//da-announcement,1,1,50,16
2019-09-04,/events,1,1,100,0
2019-09-04,/courses,1,2,50,7
2019-09-04,/events,2,1,12.5,264
2019-09-04,/blog,3,2,100,0
2019-09-04,/blog,12,1,10,521
2019-09-04,/courses,1,1,25,75
2019-09-04,/admissions-track,2,9,100,0
2019-09-04,/courses,1,1,4.545454545454546,410
2019-09-04,/admissions-track,1,4,100,0
2019-09-04,/admissions-track,1,5,100,0
2019-09-04,/edinburgh,1,1,16.666666666666664,105
2019-09-04,/courses,7,1,20,1496
2019-09-04,/glasgow,11,3,100,0
2019-09-04,/courses,5,1,50,11
2019-09-04,/blog,11,1,100,0
2019-09-04,/courses,1,5,50,22.6
2019-09-04,/blog,13,15,100,0
2019-09-04,/pre-course-work,3,7,100,0
2019-09-04,/about,7,4,50,14.75
2019-09-04,/events,1,2,50,39
2019-09-04,/courses,2,4,100,0
2019-09-04,/about,3,1,33.33333333333333,96
2019-09-04,/blog,3,1,14.285714285714285,546
2019-09-04,/glasgow,1,3,50,281
2019-09-04,/courses,1,1,100,0
2019-09-04,/courses,16,1,12.5,182
2019-09-04,/events,1,3,100,0
2019-09-04,/courses,1,5,100,0
2019-09-04,/courses,1,1,50,4
2019-09-04,/courses,1,1,12.5,312
2019-09-04,/courses,24,1,50,312
2019-09-04,/courses,1,6,100,0
2019-09-04,/admissions-track,1,1,50,63
2019-09-04,/courses,1,1,20,1729
2019-09-04,/courses,1,1,33.33333333333333,39
2019-09-04,//da-announcement,12,1,100,0
2019-09-04,/blog,1,2,100,0
2019-09-04,/blog,3,1,50,13
2019-09-04,/about,8,1,50,24
2019-09-04,/courses,1,1,25,876
2019-09-04,/courses,2,2,12.5,249
2019-09-04,/courses,3,1,100,0
2019-09-04,/courses,5,1,14.285714285714285,41
2019-09-04,/events,9,14,100,17.928571428571427
2019-09-04,/courses,1,7,100,0
2019-09-04,/for-employers,3,1,8.333333333333332,278
2019-09-04,/courses,2,2,100,0
2019-09-04,/events,6,2,33.33333333333333,122
2019-09-04,/courses,1,6,100,0
2019-09-04,/about,5,1,50,19
2019-09-04,/courses,6,1,7.142857142857142,561
2019-09-04,/admissions-track,7,2,16.666666666666664,200
2019-09-04,/courses,2,1,12.5,148
2019-09-04,/courses,2,4,100,0
2019-09-04,/admissions-track,3,1,100,0
2019-09-04,/courses,4,1,16.666666666666664,733
2019-09-04,/for-employers,9,2,50,109.5
2019-09-04,/courses,6,1,33.33333333333333,84
2019-09-04,/courses,1,1,20,155
2019-09-04,/about,3,1,14.285714285714285,224
2019-09-04,/courses,5,1,100,0
2019-09-04,//da-announcement,3,1,20,1110
2019-09-04,/blog,5,1,100,0
2019-09-04,/courses,7,1,20,41
2019-09-04,/courses,13,1,100,0
2019-09-04,/about,16,1,25,128
2019-09-04,/courses,3,1,33.33333333333333,222
