date,user_id,step,page
2019-09-29,184,3,/events/edinburgh/
2019-10-08,186,0,/edinburgh/
2019-10-08,186,1,/events/info-taster-session-events/
2019-10-08,186,2,/events/info-taster-session-events/
2019-10-08,186,3,/events/edinburgh/
2019-09-12,188,0,/events/info-taster-session-events/
2019-09-12,188,1,/courses/psd/apply/
2019-09-12,188,2,/the-codeclan-experience/the-alumni/
2019-09-12,188,3,/courses/edaid-apply/
2019-09-16,190,0,/events/info-taster-session-events/
2019-09-16,190,1,/events/info-taster-session-events/
2019-09-16,190,2,/events/info-taster-session-events/
2019-09-16,190,3,/courses/psd/
2019-10-29,192,0,/events/
2019-10-29,192,1,/events/info-taster-session-events/
2019-10-29,192,2,/courses/psd/apply/
2019-10-29,192,3,/events/info-taster-session-events/
2019-09-09,194,0,/courses/glasgow/
2019-09-09,194,1,/courses/psd/
2019-09-09,194,2,/Edinburgh/
2019-09-09,194,3,homepage
2019-09-17,196,0,/events/info-taster-session-events/
2019-09-17,196,1,homepage
2019-09-17,196,2,/da-announcement/cost-and-funding/
2019-09-17,196,3,/blog/our-guide-to-funding-our-full-time-courses/
2019-09-21,198,0,/events/info-taster-session-events/
2019-09-21,198,1,/events/info-taster-session-events/
2019-09-21,198,2,/digital-careers/
2019-09-21,198,3,/edinburgh/
2019-10-24,200,0,/courses/
2019-10-24,200,1,/da-announcement/
2019-10-24,200,2,/events/info-taster-session-events/
2019-10-24,200,3,/courses/psd/
2019-10-16,202,0,/events/info-taster-session-events/
2019-10-16,202,1,/courses/psd/
2019-10-16,202,2,homepage
2019-10-16,202,3,/events/other-events/
2019-10-09,204,0,/events/info-taster-session-events/
2019-10-09,204,1,homepage
2019-10-09,204,2,/glasgow/
2019-10-09,204,3,/courses/psd/apply/
2020-02-24,206,0,/events/info-taster-session-events/
2020-02-24,206,1,/events/info-taster-session-events/
2020-02-24,206,2,/da-announcement/
2020-02-24,206,3,/events/info-taster-session-events/
2019-10-30,208,0,/events/info-taster-session-events/
2019-10-30,208,1,/courses/full-stack-web-development/
2019-10-30,208,2,/events/info-taster-session-events/
2019-10-30,208,3,/courses/psd/
2019-11-07,210,0,/events/info-taster-session-events/
2019-11-07,210,1,/events/info-taster-session-events/
2019-11-07,210,2,/events/info-taster-session-events/
2019-11-07,210,3,/events/glasgow/
2020-02-29,212,0,homepage
2020-02-29,212,1,/da-announcement/apply-for-da/da_application_1
2020-02-29,212,2,homepage
2020-02-29,212,3,/events/
2020-02-25,214,0,/da-announcement/cost-and-funding/
2020-02-25,214,1,homepage
2020-02-25,214,2,/courses/full-stack-web-development/cost-and-funding/
2020-02-25,214,3,/events/info-taster-session-events/
2019-09-03,215,0,/courses/psd/student-case-studies/
2019-11-02,217,0,/events/info-taster-session-events/
2019-11-20,219,0,/events/glasgow/
2019-09-17,221,0,/events/info-taster-session-events/
2019-09-17,221,1,homepage
2019-11-21,223,0,/da-announcement/
2019-11-21,223,1,/events/
2019-10-31,225,0,/for-employers/community-outreach/
2019-10-31,225,1,homepage
2019-10-31,225,2,/events/info-taster-session-events/
2019-10-31,225,3,/events/info-taster-session-events/
2019-11-11,227,0,/for-employers/sponsorships/
2019-11-11,227,1,/events/info-taster-session-events/
2019-11-11,227,2,/events/info-taster-session-events/
2019-11-11,227,3,/courses/psd/
2019-12-02,229,0,/the-codeclan-experience/a-typical-day/
2019-12-02,229,1,homepage
2019-12-02,229,2,/events/edinburgh/
2019-12-02,229,3,homepage
2019-09-23,231,0,/courses/da/application-process/
2019-09-23,231,1,/courses/psd/
2019-09-23,231,2,/events/info-taster-session-events/
2019-11-08,233,0,/courses/
2019-11-08,233,1,/courses/da/apply/
2019-11-08,233,2,/events/info-taster-session-events/
2019-11-08,233,3,homepage
2019-09-02,235,0,/events/glasgow/
2019-09-02,235,1,/events/info-taster-session-events/
2019-09-02,235,2,homepage
2019-09-02,235,3,/courses/
2019-09-20,237,0,/courses/
2019-09-20,237,1,/events/
2019-11-28,239,0,/da-announcement/
2019-11-28,239,1,/courses/psd/apply/
2019-11-28,239,2,/da-announcement/
2019-11-28,239,3,/courses/psd/thank-you-syllabus-download/
2019-09-17,241,0,/da-announcement/cost-and-funding/
2019-09-17,241,1,/events/info-taster-session-events/
2019-10-02,243,0,/events/info-taster-session-events/
2019-10-02,243,1,/courses/psd/student-case-studies/
2019-09-02,245,0,homepage
2019-09-02,245,1,/events/info-taster-session-events/
2019-09-02,245,2,/courses/browse-all-course-dates/
2019-09-03,247,0,/digital-careers/product-owner/
2019-09-03,247,1,/events/glasgow/
2019-09-03,247,2,/events/info-taster-session-events/
2019-09-26,249,0,homepage
2019-09-26,249,1,/events/info-taster-session-events/
2019-09-26,249,2,homepage
2019-11-13,251,0,/events/info-taster-session-events/
2019-11-13,251,1,/courses/psd/
2019-11-13,251,2,/digital-careers/
2019-11-19,253,0,/events/glasgow/
2019-11-19,253,1,homepage
2019-11-19,253,2,/da-announcement/dacourse-application-process/
2019-11-28,255,0,/glasgow/
2019-11-28,255,1,/events/info-taster-session-events/
2019-11-28,255,2,/events/info-taster-session-events/
2019-12-02,257,0,/events/other-events/
2019-12-02,257,1,/events/info-taster-session-events/
2019-12-02,257,2,/events/info-taster-session-events/
2019-12-05,259,0,/events/info-taster-session-events/
2019-12-05,259,1,/events/info-taster-session-events/
2019-12-05,259,2,/events/
2019-12-02,261,0,/courses/psd/
2019-12-02,261,1,/da-announcement/
2019-12-02,261,2,/events/info-taster-session-events/
2019-12-02,261,3,/courses/agile-for-effective-teams/
2019-11-12,263,0,/da-announcement/
2019-11-12,263,1,/events/info-taster-session-events/
2019-11-12,263,2,homepage
2019-11-12,263,3,/events/info-taster-session-events/
2019-09-02,265,0,/events/info-taster-session-events/
2019-09-02,265,1,/events/info-taster-session-events/
2019-09-02,265,2,/courses/
2019-10-06,267,0,homepage
2019-10-06,267,1,/events/info-taster-session-events/
2019-10-06,267,2,/courses/psd/
2019-11-06,269,0,/events/glasgow/
2019-11-06,269,1,/events/info-taster-session-events/
2019-11-06,269,2,/events/info-taster-session-events/
2019-11-06,269,3,/events/info-taster-session-events/
2019-09-01,271,0,/courses/full-stack-web-development/
2019-09-01,271,1,/events/
2019-09-01,271,2,/courses/psd/
2019-09-01,271,3,/events/info-taster-session-events/
2019-10-02,273,0,/da-announcement/
2019-10-02,273,1,/da-announcement/
2019-10-02,273,2,/events/glasgow/
2019-10-02,273,3,/events/
2019-09-12,275,0,/courses/psd/
2019-09-12,275,1,/da-announcement/
2019-09-12,275,2,/events/info-taster-session-events/
2019-09-12,275,3,/events/info-taster-session-events/
2019-09-18,277,0,/events/info-taster-session-events/
2019-09-18,277,1,/events/info-taster-session-events/
2019-09-18,277,2,/events/info-taster-session-events/
2019-09-18,277,3,/events/info-taster-session-events/
2019-09-30,279,0,/events/info-taster-session-events/
2019-09-30,279,1,homepage
2019-09-30,279,2,/courses/
2019-09-30,279,3,/events/
2019-10-31,281,0,/events/info-taster-session-events/
2019-10-31,281,1,/courses/psd/
2019-10-31,281,2,/courses/edinburgh/
2019-10-31,281,3,/glasgow/
2019-09-01,283,0,/da-announcement/dacourse-application-process/
2019-09-01,283,1,/events/
2019-09-14,285,0,/the-codeclan-experience/
2019-09-14,285,1,/da-announcement/
2019-09-20,287,0,/events/info-taster-session-events/
2019-09-20,287,1,/events/glasgow/
2019-09-21,289,0,/courses/psd/
2019-09-21,289,1,/events/other-events/
2019-09-22,291,0,/events/info-taster-session-events/
2019-09-22,291,1,/courses/glasgow/
2019-09-24,293,0,/courses/psd/
2019-09-24,293,1,homepage
2019-09-29,295,0,/glasgow/
2019-09-29,295,1,/courses/understanding-programming/
2019-09-29,297,0,/da-announcement/
2019-09-29,297,1,/events/edinburgh/
2019-09-29,299,0,/events/info-taster-session-events/
2019-09-29,299,1,/courses/
2019-09-30,301,0,/events/info-taster-session-events/
2019-09-30,301,1,/events/info-taster-session-events/
2019-10-24,303,0,/courses/psd/
2019-10-24,303,1,/courses/psd/
2019-10-28,305,0,/courses/
2019-10-28,305,1,/blog/7-reasons-to-study-da-at-codeclan/
2019-11-05,307,0,/da-announcement/apply-for-da/
2019-11-05,307,1,/events/info-taster-session-events/
2019-11-05,309,0,/courses/psd/
2019-11-05,309,1,/courses/
2019-11-06,311,0,/events/info-taster-session-events/
2019-11-06,311,1,/events/
2019-11-25,313,0,/events/info-taster-session-events/
2019-11-25,313,1,/events/info-taster-session-events/
2019-11-28,315,0,/events/info-taster-session-events/
2019-11-28,315,1,/courses/
2019-11-29,317,0,/events/info-taster-session-events/
2019-11-29,317,1,/courses/psd/
2019-12-08,319,0,/events/info-taster-session-events/
2019-12-08,319,1,/courses/python-for-developers/
2019-09-02,321,0,/da-announcement/
2019-09-02,321,1,/events/info-taster-session-events/
2019-09-02,321,2,/events/info-taster-session-events/
2019-09-02,323,0,homepage
2019-09-02,323,1,/about-us/become-a-dainstructor/
2019-09-02,323,2,/events/info-taster-session-events/
2019-09-04,325,0,/events/glasgow/
2019-09-04,325,1,/events/
2019-09-04,325,2,/events/inverness-events/
2019-09-06,327,0,/courses/r-programming/
2019-09-06,327,1,/courses/
2019-09-06,327,2,/events/info-taster-session-events/
2019-09-13,329,0,/events/info-taster-session-events/
2019-09-13,329,1,/events/info-taster-session-events/
2019-09-13,329,2,/courses/psd/curriculum/
2019-09-13,331,0,/events/info-taster-session-events/
2019-09-13,331,1,/events/info-taster-session-events/
2019-09-13,331,2,/events/info-taster-session-events/
2019-09-19,333,0,/events/glasgow/
2019-09-19,333,1,/da-announcement/
2019-09-19,333,2,/events/info-taster-session-events/
2019-09-21,335,0,/courses/psd/apply/
2019-09-21,335,1,/courses/
2019-09-21,335,2,homepage
2019-09-24,337,0,/events/edinburgh/
2019-09-24,337,1,/da-announcement/apply-for-da/da_application_1
2019-09-24,337,2,/events/info-taster-session-events/
2019-09-24,339,0,/courses/psd/
2019-09-24,339,1,/events/info-taster-session-events/
2019-09-24,339,2,/courses/glasgow/
2019-09-25,341,0,/glasgow/
2019-09-25,341,1,/events/info-taster-session-events/
2019-09-25,341,2,/events/info-taster-session-events/
2019-09-25,343,0,/events/taster-sessions/
2019-09-25,343,1,/glasgow/
2019-09-25,343,2,/events/glasgow/
2019-09-30,345,0,homepage
2019-09-30,345,1,/events/edinburgh/
2019-09-30,345,2,/for-employers/hire-with-codeclan/
2019-09-30,347,0,/events/info-taster-session-events/
2019-09-30,347,1,/courses/ux-design-fundamentals/
2019-09-30,347,2,/courses/full-stack-web-development/
2019-10-01,349,0,homepage
2019-10-01,349,1,/events/info-taster-session-events/
2019-10-01,349,2,/courses/psd/cost-and-funding/
2019-10-02,351,0,/courses/
2019-10-02,351,1,/events/info-taster-session-events/
2019-10-02,351,2,/events/
2019-09-04,353,0,/edinburgh/
2019-09-04,353,1,/about-us/our-team/
2019-09-04,353,2,/events/edinburgh/
2019-09-04,353,3,/da-announcement/dacourse-application-process/
2019-11-09,355,0,/courses/psd/
2019-11-09,355,1,/da-announcement/
2019-11-09,355,2,/events/edinburgh/
2019-11-09,355,3,/courses/psd/cost-and-funding/
2019-09-13,357,0,/courses/full-stack-web-development/
2019-09-13,357,1,/events/info-taster-session-events/
2019-09-13,357,2,/events/info-taster-session-events/
2019-09-13,357,3,/events/info-taster-session-events/
2019-11-08,359,0,/events/info-taster-session-events/
2019-11-08,359,1,/events/info-taster-session-events/
2019-11-08,359,2,/events/info-taster-session-events/
2019-11-08,359,3,/courses/psd/thank-you-syllabus-download/
2019-09-24,361,0,/events/info-taster-session-events/
2019-09-24,361,1,/courses/edinburgh/
2019-09-24,361,2,/courses/
2019-09-24,361,3,/courses/
2019-11-13,363,0,homepage
2019-11-13,363,1,/events/info-taster-session-events/
2019-11-13,363,2,homepage
2019-10-24,365,0,/events/info-taster-session-events/
2019-10-24,365,1,/da-announcement/
2019-10-24,365,2,/events/info-taster-session-events/
2019-10-10,367,0,/events/info-taster-session-events/
2019-10-10,367,1,/da-announcement/
2019-10-10,367,2,/events/info-taster-session-events/
2019-10-10,367,3,/events/info-taster-session-events/
2019-09-16,369,0,/events/
2019-09-16,369,1,/da-announcement/
2019-09-16,369,2,/events/info-taster-session-events/
2019-09-16,369,3,/courses/psd/
2019-11-01,371,0,/events/info-taster-session-events/
2019-11-01,371,1,homepage
2019-11-01,371,2,homepage
2019-11-01,371,3,/glasgow/
2019-11-12,373,0,/events/edinburgh/
2019-11-12,373,1,/events/info-taster-session-events/
2019-11-12,373,2,/courses/full-stack-web-development/
2019-11-12,373,3,/da-announcement/cost-and-funding/
2019-11-07,375,0,/courses/psd/
2019-11-07,375,1,/events/info-taster-session-events/
2019-11-07,375,2,/glasgow/
2019-11-07,375,3,homepage
2019-11-14,377,0,/da-announcement/apply-for-da/da_application_1
2019-11-14,377,1,homepage
2019-11-14,377,2,/courses/full-stack-web-development/
2019-11-14,377,3,/events/glasgow/
2019-10-29,379,0,/events/info-taster-session-events/
2019-10-29,379,1,/events/info-taster-session-events/
2019-10-29,379,2,/da-announcement/
2019-10-29,379,3,/courses/psd/
2019-11-26,381,0,homepage
2019-11-26,381,1,/courses/python-for-developers/
2019-11-26,381,2,homepage
2019-11-26,381,3,/events/info-taster-session-events/
2019-09-02,383,0,homepage
2019-09-02,383,1,/events/info-taster-session-events/
2019-09-03,385,0,/events/
2019-09-03,385,1,/courses/psd/
2019-09-13,387,0,/events/info-taster-session-events/
2019-09-13,387,1,/courses/psd/
2019-09-14,389,0,/events/info-taster-session-events/
2019-09-14,389,1,/courses/psd/student-case-studies/
2019-09-17,391,0,/events/edinburgh/
2019-09-17,391,1,/events/info-taster-session-events/
2019-09-18,393,0,homepage
2019-09-18,393,1,homepage
2019-09-20,395,0,/events/info-taster-session-events/
2019-09-20,395,1,/courses/
2019-11-24,397,0,/events/info-taster-session-events/
2019-11-24,397,1,homepage
2019-11-26,399,0,/events/info-taster-session-events/
2019-11-26,399,1,/glasgow/
2019-09-24,401,0,/events/info-taster-session-events/
2019-09-24,401,1,/events/info-taster-session-events/
2019-09-24,401,2,homepage
2019-09-24,401,3,/courses/psd/
2019-09-02,404,0,/events/info-taster-session-events/
2019-09-02,405,0,/events/info-taster-session-events/
2019-09-03,408,0,/courses/
2019-09-03,410,0,/courses/psd/cost-and-funding/
2019-09-08,411,0,/events/info-taster-session-events/
2019-09-09,414,0,homepage
2019-09-11,415,0,/da-announcement/
2019-09-12,417,0,/events/glasgow/
2019-09-17,420,0,/da-announcement/
2019-09-17,422,0,/courses/psd/
2019-09-19,424,0,/events/info-taster-session-events/
2019-09-22,426,0,/courses/psd/
2019-09-22,427,0,/courses/edinburgh/
2019-09-24,430,0,/events/info-taster-session-events/
2019-10-02,432,0,/courses/psd/apply/
2019-10-06,434,0,/Glasgow/
2019-10-06,436,0,homepage
2019-10-07,438,0,homepage
2019-10-08,440,0,/events/edinburgh/
2019-10-08,442,0,/courses/psd/
2019-10-09,444,0,homepage
2019-10-09,446,0,/courses/understanding-programming/
2019-10-10,448,0,/events/info-taster-session-events/
2019-10-15,449,0,/events/info-taster-session-events/
2019-10-16,451,0,/courses/
2019-10-27,453,0,/events/glasgow/
2019-11-03,455,0,homepage
2019-11-05,457,0,/events/glasgow/
2019-11-05,459,0,/courses/r-programming/
2019-11-06,461,0,/events/info-taster-session-events/
2019-11-08,463,0,homepage
2019-11-10,465,0,/Edinburgh/
2019-11-11,467,0,/courses/full-stack-web-development/
2019-11-11,469,0,/courses/
2019-11-15,472,0,/events/info-taster-session-events/
2019-11-16,474,0,homepage
2019-11-20,476,0,/events/glasgow/
2019-11-20,477,0,/events/info-taster-session-events/
2019-11-21,480,0,/edinburgh/
2019-11-22,482,0,homepage
2019-11-22,483,0,homepage
2019-11-22,486,0,/da-announcement/apply-for-da/
2019-11-27,488,0,/events/info-taster-session-events/
2019-11-27,490,0,/events/info-taster-session-events/
2019-11-27,492,0,/courses/psd/career-support/
2019-11-28,494,0,/events/info-taster-session-events/
2019-11-28,496,0,homepage
2019-11-29,498,0,/events/info-taster-session-events/
2019-11-29,500,0,/events/glasgow/
2019-11-30,502,0,/courses/psd/cost-and-funding/
2019-12-02,504,0,/da-announcement/apply-for-da/da_application_2
2019-12-02,505,0,/courses/
2019-12-02,507,0,/events/glasgow/
2019-12-03,510,0,/events/edinburgh/
2019-12-03,512,0,/events/info-taster-session-events/
2019-12-03,514,0,/courses/psd/
2019-12-04,516,0,/events/info-taster-session-events/
2019-12-13,517,0,/events/edinburgh/
2019-12-14,519,0,/site-map/
2019-12-16,521,0,homepage
2019-12-17,523,0,homepage
2019-12-17,526,0,/events/edinburgh/
2019-12-18,527,0,/da-announcement/
2019-12-18,530,0,/da-announcement/
2019-12-19,531,0,/events/info-taster-session-events/
2019-12-19,534,0,homepage
2019-12-20,535,0,/glasgow/
2019-12-23,538,0,/da-announcement/cost-and-funding/
2019-12-23,540,0,/events/info-taster-session-events/
2019-12-23,542,0,/events/info-taster-session-events/
2019-12-23,543,0,/courses/understanding-software-development/
2019-12-26,546,0,/enquire/
2019-12-30,548,0,/da-announcement/
2019-12-31,550,0,/events/info-taster-session-events/
2020-01-01,552,0,/events/edinburgh/
2020-01-02,553,0,/events/info-taster-session-events/
2020-01-03,556,0,/courses/psd/
2020-01-03,557,0,/da-announcement/
2020-01-03,560,0,/events/info-taster-session-events/
2020-01-04,562,0,/events/info-taster-session-events/
2020-01-06,564,0,/da-announcement/
2020-01-07,565,0,/Glasgow/
2020-01-07,567,0,homepage
2020-01-07,570,0,/da-announcement/cost-and-funding/
2020-01-07,572,0,/courses/edinburgh/
2020-01-07,573,0,/da-announcement/apply-for-da/
2020-01-08,575,0,homepage
2020-01-08,578,0,/courses/glasgow/
2020-01-10,580,0,homepage
2020-01-10,582,0,/digital-careers/
2020-01-10,583,0,/events/partner-events/
2020-01-10,586,0,/events/info-taster-session-events/
2020-01-11,588,0,/events/info-taster-session-events/
2020-01-11,590,0,/courses/glasgow/
2020-01-13,591,0,/events/info-taster-session-events/
2020-01-13,594,0,/courses/psd/apply/
2020-01-14,596,0,/events/info-taster-session-events/
2020-01-14,597,0,/events/info-taster-session-events/
2020-01-16,599,0,homepage
2020-01-17,601,0,/events/info-taster-session-events/
2020-01-17,604,0,/events/glasgow/
2020-01-19,605,0,/events/info-taster-session-events/
2020-01-21,608,0,/da-announcement/
2020-01-21,609,0,/events/info-taster-session-events/
2020-01-22,612,0,/events/info-taster-session-events/
2020-01-23,613,0,/glasgow/
2020-01-23,616,0,/digital-careers/
2020-01-26,618,0,/courses/agile-for-effective-teams/
2020-01-26,620,0,/events/info-taster-session-events/
2020-01-27,622,0,/courses/ux-design-fundamentals/
2020-01-27,624,0,/courses/psd/curriculum/
2020-01-30,625,0,/courses/edinburgh/
2020-01-30,627,0,/courses/
2020-01-30,629,0,homepage
2020-01-30,631,0,/the-codeclan-experience/a-typical-day/
2020-01-30,633,0,/courses/psd/
2020-01-30,635,0,homepage
2020-01-31,638,0,/events/info-taster-session-events/
2020-02-03,639,0,homepage
2020-02-03,642,0,/events/info-taster-session-events/
2020-02-03,644,0,/events/info-taster-session-events/
2020-02-03,645,0,/events/
2020-02-04,647,0,homepage
2020-02-04,649,0,/about-us/our-team/our-board/
2020-02-04,652,0,/events/info-taster-session-events/
2020-02-05,654,0,/events/info-taster-session-events/
2020-02-05,656,0,/events/info-taster-session-events/
2020-02-05,658,0,/courses/psd/
